Flight No.,"Version,Booster [b]",Launch site,Payload[c],Payload mass,Orbit,Customer,Launchoutcome,Boosterlanding,Payload,Launch outcome,Version Booster,Booster landing,Date,Time
1,,CCAFS,,0,LEO,SpaceX,,,Dragon Spacecraft Qualification Unit,"Success
",F9 v1.0B0003.1,Failure,4 June 2010,18:45
2,,CCAFS,,0,LEO,NASA,,,Dragon,Success,F9 v1.0B0004.1,Failure,8 December 2010,18:45
3,,CCAFS,,525 kg,LEO,NASA,,,Dragon,Success,F9 v1.0B0005.1,"No attempt
",22 May 2012,15:43
4,,CCAFS,,"4,700 kg",LEO,NASA,,,SpaceX CRS-1,"Success
",F9 v1.0B0006.1,No attempt,8 October 2012,07:44
5,,CCAFS,,"4,877 kg",LEO,NASA,,,SpaceX CRS-2,"Success
",F9 v1.0B0007.1,"No attempt
",1 March 2013,00:35
6,,VAFB,,500 kg,Polar orbit,MDA,,,CASSIOPE,Success,F9 v1.1B1003,Uncontrolled,29 September 2013,15:10
7,,CCAFS,,"3,170 kg",GTO,SES,,,SES-8,Success,F9 v1.1,No attempt,3 December 2013,16:00
8,,CCAFS,,"3,325 kg",GTO,Thaicom,,,Thaicom 6,Success,F9 v1.1,No attempt,6 January 2014,22:41
9,,Cape Canaveral,,"2,296 kg",LEO,NASA,,,SpaceX CRS-3,"Success
",F9 v1.1,Controlled,18 April 2014,22:06
10,,Cape Canaveral,,"1,316 kg",LEO,Orbcomm,,,Orbcomm-OG2,Success,F9 v1.1,Controlled,14 July 2014,19:25
11,,Cape Canaveral,,"4,535 kg",GTO,AsiaSat,,,AsiaSat 8,Success,F9 v1.1,No attempt,5 August 2014,15:15
12,,Cape Canaveral,,"4,428 kg",GTO,AsiaSat,,,AsiaSat 6,Success,F9 v1.1,"No attempt
",7 September 2014,08:00
13,,Cape Canaveral,,"2,216 kg",LEO,NASA,,,SpaceX CRS-4,Success,F9 v1.1,Uncontrolled,21 September 2014,05:00
14,,Cape Canaveral,,"2,395 kg",LEO,NASA,,,SpaceX CRS-5,Success,F9 v1.1,Failure ,10 January 2015,05:52
15,,Cape Canaveral,,570 kg,HEO,USAF,,,DSCOVR,"Success
",F9 v1.1,Controlled,11 February 2015,09:47
16,,Cape Canaveral,,"4,159 kg",GTO,ABS,,,ABS-3A,"Success
",F9 v1.1,No attempt,2 March 2015,23:03
17,,Cape Canaveral,,"1,898 kg",LEO,NASA,,,SpaceX CRS-6,"Success
",F9 v1.1,Failure,14 April 2015,03:50
18,,Cape Canaveral,,"4,707 kg",GTO,,,,TürkmenÄlem 52°E / MonacoSAT,"Success
",F9 v1.1,No attempt,27 April 2015,20:10
19,,Cape Canaveral,,"1,952 kg",LEO,NASA,,,SpaceX CRS-7,Failure,F9 v1.1,Precluded,28 June 2015,23:03
20,,Cape Canaveral,,"2,034 kg",LEO,Orbcomm,,,Orbcomm-OG2,"Success
",F9 FT,Success,22 December 2015,14:21
21,,VAFB,,553 kg,LEO,NASA,,,Jason-3,"Success
",F9 v1.1,Failure,17 January 2016,01:29
22,,Cape Canaveral,,"5,271 kg",GTO,SES,,,SES-9,"Success
",F9 FT,Failure,4 March 2016,18:42
23,,Cape Canaveral,,"3,136 kg",LEO,NASA,,,SpaceX CRS-8,Success,F9 FT,Success,8 April 2016,23:35
24,,Cape Canaveral,,"4,696 kg",GTO,SKY Perfect JSAT Group,,,JCSAT-14,"Success
",F9 FT,Success,6 May 2016,20:43
25,,Cape Canaveral,,"3,100 kg",GTO,Thaicom,,,Thaicom 8,"Success
",F9 FT,Success,27 May 2016,05:21
26,,Cape Canaveral,,"3,600 kg",GTO,ABS,,,ABS-2A,"Success
",F9 FT,Failure,15 June 2016,21:39
27,,Cape Canaveral,,"2,257 kg",LEO,NASA,,,SpaceX CRS-9,"Success
",F9 FT,Success,18 July 2016,14:29
28,,Cape Canaveral,,"4,600 kg",GTO,SKY Perfect JSAT Group,,,JCSAT-16,"Success
",F9 FT,Success,14 August 2016,04:45
29,,VAFB,,"9,600 kg",Polar,Iridium Communications,,,Iridium NEXT,"Success
",F9 FT,Success,14 January 2017,05:26
30,,KSC,,"2,490 kg",LEO,NASA,,,SpaceX CRS-10,"Success
",F9 FT,Success,19 February 2017,17:54
31,,KSC,,"5,600 kg",GTO,EchoStar,,,EchoStar 23,"Success
",F9 FT,No attempt,16 March 2017,14:39
32,,KSC,,"5,300 kg",GTO,SES,,,SES-10,Success,F9 FT♺,Success,30 March 2017,06:00
33,,KSC,,C,LEO,NRO,,,NROL-76,"Success
",F9 FT,Success,1 May 2017,22:27
34,,KSC,,"6,070 kg",GTO,Inmarsat,,,Inmarsat-5 F4,"Success
",F9 FT,No attempt,15 May 2017,11:15
35,,KSC,,"2,708 kg",LEO,NASA,,,SpaceX CRS-11,"Success
",F9 FT,Success,3 June 2017,23:21
36,,KSC,,"3,669 kg",GTO,Bulsatcom,,,BulgariaSat-1,"Success
",F9 FTB1029.2,Success,23 June 2017,21:07
37,,VAFB,,"9,600 kg",LEO,Iridium Communications,,,Iridium NEXT,"Success
",F9 FT,Success,25 June 2017,19:10
38,,KSC,,"6,761 kg",GTO,Intelsat,,,Intelsat 35e,"Success
",F9 FT,No attempt,5 July 2017,20:25
39,,KSC,,"3,310 kg",LEO,NASA,,,SpaceX CRS-12,"Success
",F9 B4,Success,14 August 2017,23:38
40,,VAFB,,475 kg,SSO,NSPO,,,Formosat-5,"Success
",F9 FT,Success,24 August 2017,16:31
41,,KSC,,"4,990 kg",LEO,USAF,,,Boeing X-37B,"Success
",F9 B4,Success,7 September 2017,18:51
42,,VAFB,,"9,600 kg",Polar,Iridium Communications,,,Iridium NEXT,"Success
",F9 B4,Success,9 October 2017,14:00
43,,KSC,,"5,200 kg",GTO,SES S.A.,,,SES-11,"Success
",F9 FTB1031.2,Success,11 October 2017,12:37
44,,KSC,,"3,500 kg",GTO,KT Corporation,,,Koreasat 5A,"Success
",F9 B4,Success,30 October 2017,22:53:00
45,,Cape Canaveral,,"2,205 kg",LEO,NASA,,,SpaceX CRS-13,"Success
",F9 FTB1035.2,Success,15 December 2017,19:34
46,,VAFB,,"9,600 kg",Polar,Iridium Communications,,,Iridium NEXT,Success,F9 FTB1036.2,Controlled,23 December 2017,15:36
47,,CCAFS,,C,LEO,Northrop Grumman,,,Zuma,Success,F9 B4,Success,8 January 2018,01:27
48,,CCAFS,,"4,230 kg",GTO,SES,,,GovSat-1,Success,F9 FTB1032.2,Controlled,31 January 2018,01:00
49,,VAFB,,"2,150 kg",SSO,Hisdesat,,,Paz,Success,F9 FTB1038.2,No attempt,22 February 2018,21:25
50,,CCAFS,,"6,092 kg",GTO,Hispasat,,,Hispasat 30W-6,Success,F9 B4,No attempt,6 March 2018,14:17
51,,VAFB,,"9,600 kg",Polar,Iridium Communications,,,Iridium NEXT,Success,F9 B4B1041.2,No attempt,30 March 2018,05:33
52,,CCAFS,,"2,647 kg",LEO,NASA,,,SpaceX CRS-14,Success,F9 B4B1039.2,No attempt,2 April 2018,14:14
53,,CCAFS,,362 kg,HEO,NASA,,,Transiting Exoplanet Survey Satellite,Success,F9 B4,Success,18 April 2018,20:30
54,,KSC,,"3,600 kg",GTO,Thales-Alenia,,,Bangabandhu-1,Success,F9 B5B1046.1,Success,11 May 2018,22:51
55,,VAFB,,"6,460 kg",Polar,Iridium Communications,,,Iridium NEXT,Success,F9 B4B1043.2,No attempt,22 May 2018,20:14
56,,CCAFS,,"5,384 kg",GTO,SES,,,SES-12,Success,F9 B4B1040.2,No attempt,4 June 2018,19:47
57,,CCAFS,,"2,697 kg",LEO,NASA,,,SpaceX CRS-15,Success,F9 B4B1045.2,No attempt,29 June 2018,04:45
58,,CCAFS,,"7,075 kg",GTO,Telesat,,,Telstar 19V,Success,F9 B5,Success,22 July 2018,09:42
59,,VAFB,,"9,600 kg",Polar,Iridium Communications,,,Iridium NEXT,Success,F9 B5B1048,Success,25 July 2018,05:50
60,,CCAFS,,"5,800 kg",GTO,Telkom Indonesia,,,Merah Putih,Success,F9 B5B1046.2,Success,7 August 2018,11:39
61,,CCAFS,,"7,060 kg",GTO,Telesat,,,Telstar 18V,Success,F9 B5,Success,10 September 2018,05:18
62,,VAFB,,"3,000 kg",SSO,CONAE,,,SAOCOM 1A,Success,F9 B5B1048.2,Success,8 October 2018,04:45
63,,KSC,,"5,300 kg",GTO,Es'hailSat,,,Es'hail 2,Success,F9 B5B1047.2,Success,15 November 2018,02:22
64,,VAFB,,"~4,000 kg",SSO,Spaceflight Industries,,,SSO-A,Success,F9 B5B1046.3,Success,3 December 2018,20:46
65,,CCAFS,,"2,500 kg",LEO,NASA,,,SpaceX CRS-16,"Success
",F9 B5,Failure,5 December 2018,18:34:05
66,,CCAFS,,"4,400 kg",MEO,USAF,,,GPS III,Success,F9 B5,No attempt,23 December 2018,18:16
67,,VAFB,,"9,600 kg",Polar,Iridium Communications,,,Iridium NEXT,"Success
",F9 B5B1049.2,Success,11 January 2019,13:51
68,,CCAFS,,"4,850 kg",GTO,PSN,,,Nusantara Satu,"Success
",F9 B5B1048.3,Success,22 February 2019,15:31
69,,KSC,,"12,055 kg",LEO,NASA,,,Crew Dragon Demo-1,"Success
",F9 B5[268],Success,2 March 2019,01:45
70,,CCAFS,,"2,495 kg",LEO,NASA,,,SpaceX CRS-17,"Success
",F9 B5,Success,4 May 2019,07:49
71,,CCAFS,,"13,620 kg",LEO,SpaceX,,,Starlink,"Success
",F9 B5B1049.3,Success,24 May 2019,06:48
72,,VAFB,,"4,200 kg",SSO,Canadian Space Agency,,,RADARSAT Constellation,"Success
",F9 B5B1051.2,Success,12 June 2019,02:30
73,,CCAFS,,"2,268 kg",LEO,NASA,,,SpaceX CRS-18,"Success
",F9 B5B1056.2,Success,25 July 2019,14:17
74,,CCAFS,,"6,500 kg",GTO,Spacecom,,,AMOS-17,"Success
",F9 B5B1047.3,No attempt,6 August 2019,22:01
75,,CCAFS,,"15,600 kg",LEO,SpaceX,,,Starlink,"Success
",F9 B5,Success,11 November 2019,23:23
76,,CCAFS,,"2,617 kg",LEO,NASA,,,SpaceX CRS-19,"Success
",F9 B5,Success,5 December 2019,14:56
77,,CCAFS,,"6,956 kg",GTO,Sky Perfect JSAT,,,JCSat-18,"Success
",F9 B5B1056.3,Success,17 December 2019,17:29
78,,CCAFS,,"15,600 kg",LEO,SpaceX,,,Starlink,"Success
",F9 B5,Success,7 January 2020,00:10
79,,KSC,,"12,050 kg",Sub-orbital,NASA,,,Crew Dragon in-flight abort test,"Success
",F9 B5,"No attempt
",19 January 2020,02:19:21
80,,CCAFS,,"15,600 kg",LEO,SpaceX,,,Starlink,"Success
",F9 B5,Success,29 January 2020,15:30
81,,CCAFS,,"15,600 kg",LEO,SpaceX,,,Starlink,"Success
",F9 B5,Failure,17 February 2020,14:07
82,,CCAFS,,"1,977 kg",LEO,NASA,,,SpaceX CRS-20,"Success
",F9 B5,Success,7 March 2020,15:05
83,,KSC,,"15,600 kg",LEO,SpaceX,,,Starlink,"Success
",F9 B5,Failure,18 March 2020,04:50
84,,KSC,,"15,600 kg",LEO,SpaceX,,,Starlink,"Success
",F9 B5,Success,22 April 2020,12:16
85,,KSC,,"12,530 kg",LEO,NASA,,,Crew Dragon Demo-2,"Success
",F9 B5,Success,30 May 2020,19:30
86,,CCAFS,,"15,600 kg",LEO,SpaceX,,,Starlink,"Success
",F9 B5,Success,4 June 2020,19:22
87,,CCAFS,,"15,410 kg",LEO,SpaceX,,,Starlink,"Success
",F9 B5,Success,13 June 2020,01:25
88,,CCAFS,,"4,311 kg",MEO,U.S. Space Force,,,GPS III,"Success
",F9 B5,Success,30 June 2020,09:21
89,,CCAFS,,"5,000–6,000 kg",GTO,Republic of Korea Army,,,ANASIS-II,"Success
",F9 B5B1058.2,Success,20 July 2020,20:10:46
90,,KSC,,"14,932 kg",LEO,SpaceX,,,Starlink,"Success
",F9 B5,Success,7 August 2020,21:30
91,,CCAFS,,"~15,440 kg",LEO,SpaceX,,,Starlink,"Success
",F9 B5B1049.6,Success,18 August 2020,05:12
92,,CCAFS,,"3,130 kg",SSO,CONAE,,,SAOCOM 1B,"Success
",F9 B5,Success,30 August 2020,14:31
93,,KSC,,"15,600 kg",LEO,SpaceX,,,Starlink,"Success
",F9 B5B1060.2,Success,3 September 2020,23:18
94,,KSC,,"15,600 kg",LEO,SpaceX,,,Starlink,"Success
",F9 B5B1058.3,Success,6 October 2020,12:46:14
95,,KSC,,"15,600 kg",LEO,SpaceX,,,Starlink,"Success
",F9 B5B1051.6,Success,18 October 2020,11:29:34
96,,CCAFS,,"15,600 kg",LEO,SpaceX,,,Starlink,"Success
",F9 B5,Success,24 October 2020,12:25:57
97,,CCAFS,,"4,311 kg",MEO,USSF,,,GPS III,"Success
",F9 B5,Success,5 November 2020,15:31:34
98,,KSC,,"~12,500 kg",LEO,NASA,,,Crew-1,"Success
",F9 B5,Success,16 November 2020,23:24:23
99,,VAFB,,"1,192 kg",LEO,NASA,,,Sentinel-6 Michael Freilich (Jason-CS A),"Success
",F9 B5,Success,21 November 2020,00:27
100,,CCAFS,,"15,600 kg",LEO,SpaceX,,,Starlink,"Success
",F9 B5 ♺,Success,25 November 2020,17:17:08
101,,KSC,,"2,972 kg",LEO,NASA,,,SpaceX CRS-21,"Success
",F9 B5 ♺,Success,6 December 2020,02:13
102,,CCSFS,,"7,000 kg",GTO,Sirius XM,,,SXM-7,"Success
",F9 B5 ♺,Success,13 December 2020,16:17:08
103,,KSC,,C,LEO,NRO,,,NROL-108,"Success
",F9 B5 ♺,Success,19 December 2020,17:30:00
104,,CCSFS,,"3,500 kg",GTO,Türksat,,,Türksat 5A,"Success
",F9 B5,Success,8 January 2021,14:00:00
105,,KSC,,"15,600 kg",LEO,SpaceX,,,Starlink,"Success
",F9 B5B1051.8,Success,20 January 2021,02:15
106,,CCSFS,,"~5,000 kg",SSO,SpaceX,,,Transporter-1,"Success
",F9 B5B1058.5,Failure,24 January 2021,13:02
1,,CCSFS,,"15,600 kg",LEO,NASA,,,Starlink,Success,F9 B5 ♺,Failure,4 June 2010,15:00
2,,CCSFS,,"15,600 kg",LEO,NASA,,,Starlink,Success,F9 B5 ♺,"No attempt
",8 December 2010,06:19
3,,KSC,,"15,600 kg",LEO,NASA,,,Starlink,"Success
",F9 B5 ♺,No attempt,22 May 2012,03:59:37
4,,CCSFS,,"15,600 kg",LEO,NASA,,,Starlink,"Success
",F9 B5 ♺,"No attempt
",8 October 2012,08:24
5,,KSC,,"15,600 kg",LEO,MDA,,,Starlink,Success,F9 B5 ♺,Uncontrolled,1 March 2013,08:13:29
6,,CCSFS,,"15,600 kg",Polar orbit,SES,,,Starlink,Success,F9 B5B1060.6,No attempt,29 September 2013,10:01
7,,CCSFS,,"15,600 kg",GTO,Thaicom,,,Starlink,Success,F9 B5 ♺,No attempt,3 December 2013,08:28
8,,KSC,,"~13,000 kg",GTO,NASA,,,Crew-2,"Success
",F9 B5B1061.2,Controlled,6 January 2014,16:34
9,,CCSFS,,"15,600 kg",LEO,Orbcomm,,,Starlink,Success,F9 B5B1060.7,Controlled,18 April 2014,9:49
10,,KSC,,"15,600 kg",LEO,AsiaSat,,,Starlink,Success,F9 B5B1049.9,No attempt,14 July 2014,03:44
11,,CCSFS,,"15,600 kg",GTO,AsiaSat,,,Starlink,Success,F9 B5B1051.10,"No attempt
",5 August 2014,19:01
12,,KSC,,"~14,000 kg",GTO,NASA,,,Starlink,Success,F9 B5B1058.8,Uncontrolled,7 September 2014,06:42
13,,CCSFS,,"15,600 kg",LEO,NASA,,,Starlink,Success,F9 B5B1063.2,Failure ,21 September 2014,22:56
14,,KSC,,"3,328 kg",LEO,USAF,,,SpaceX CRS-22,"Success
",F9 B5B1067.1,Controlled,10 January 2015,18:59
15,,CCSFS,,"7,000 kg",HEO,ABS,,,SXM-8,"Success
",F9 B5,No attempt,11 February 2015,17:29
16,,CCAFS,,0,GTO,NASA,,,Dragon Spacecraft Qualification Unit,"Success
",F9 v1.0B0003.1,Failure,2 March 2015,04:26
17,,CCAFS,,0,LEO,,,,Dragon,"Success
",F9 v1.0B0003.1,No attempt,14 April 2015,18:45
18,,CCAFS,,525 kg,GTO,NASA,,,Dragon,Failure,F9 v1.0B0003.1,Precluded,27 April 2015,18:45
19,,CCAFS,,"4,700 kg",LEO,Orbcomm,,,SpaceX CRS-1,"Success
",F9 v1.0B0003.1,Success,28 June 2015,18:45
20,,CCAFS,,"4,877 kg",LEO,NASA,,,SpaceX CRS-2,"Success
",F9 v1.0B0004.1,Failure,22 December 2015,18:45
21,,VAFB,,500 kg,LEO,SES,,,CASSIOPE,"Success
",F9 v1.0B0005.1,Failure,17 January 2016,15:43
22,,CCAFS,,"3,170 kg",GTO,NASA,,,SES-8,Success,F9 v1.0B0006.1,Success,4 March 2016,07:44
23,,CCAFS,,"3,325 kg",LEO,SKY Perfect JSAT Group,,,Thaicom 6,"Success
",F9 v1.0B0007.1,Success,8 April 2016,00:35
24,,Cape Canaveral,,"2,296 kg",GTO,Thaicom,,,SpaceX CRS-3,"Success
",F9 v1.1B1003,Success,6 May 2016,15:10
25,,Cape Canaveral,,"1,316 kg",GTO,ABS,,,Orbcomm-OG2,"Success
",F9 v1.1,Failure,27 May 2016,16:00
26,,Cape Canaveral,,"4,535 kg",GTO,NASA,,,AsiaSat 8,"Success
",F9 v1.1,Success,15 June 2016,22:41
27,,Cape Canaveral,,"4,428 kg",LEO,SKY Perfect JSAT Group,,,AsiaSat 6,"Success
",F9 v1.1,Success,18 July 2016,22:06
28,,Cape Canaveral,,"2,216 kg",GTO,Iridium Communications,,,SpaceX CRS-4,"Success
",F9 v1.1,Success,14 August 2016,19:25
29,,Cape Canaveral,,"2,395 kg",Polar,NASA,,,SpaceX CRS-5,"Success
",F9 v1.1,Success,14 January 2017,15:15
30,,Cape Canaveral,,570 kg,LEO,EchoStar,,,DSCOVR,"Success
",F9 v1.1,No attempt,19 February 2017,08:00
31,,Cape Canaveral,,"4,159 kg",GTO,SES,,,ABS-3A,Success,F9 v1.1,Success,16 March 2017,05:00
32,,Cape Canaveral,,"1,898 kg",GTO,NRO,,,SpaceX CRS-6,"Success
",F9 v1.1,Success,30 March 2017,05:52
33,,Cape Canaveral,,"4,707 kg",LEO,Inmarsat,,,TürkmenÄlem 52°E / MonacoSAT,"Success
",F9 v1.1,No attempt,1 May 2017,09:47
34,,Cape Canaveral,,"1,952 kg",GTO,NASA,,,SpaceX CRS-7,"Success
",F9 v1.1,Success,15 May 2017,23:03
35,,Cape Canaveral,,"2,034 kg",LEO,Bulsatcom,,,Orbcomm-OG2,"Success
",F9 v1.1,Success,3 June 2017,03:50
36,,VAFB,,553 kg,GTO,Iridium Communications,,,Jason-3,"Success
",F9 v1.1,Success,23 June 2017,20:10
37,,Cape Canaveral,,"5,271 kg",LEO,Intelsat,,,SES-9,"Success
",F9 v1.1,No attempt,25 June 2017,23:03
38,,Cape Canaveral,,"3,136 kg",GTO,NASA,,,SpaceX CRS-8,"Success
",F9 FT,Success,5 July 2017,14:21
39,,Cape Canaveral,,"4,696 kg",LEO,NSPO,,,JCSAT-14,"Success
",F9 v1.1,Success,14 August 2017,01:29
40,,Cape Canaveral,,"3,100 kg",SSO,USAF,,,Thaicom 8,"Success
",F9 FT,Success,24 August 2017,18:42
41,,Cape Canaveral,,"3,600 kg",LEO,Iridium Communications,,,ABS-2A,"Success
",F9 FT,Success,7 September 2017,23:35
42,,Cape Canaveral,,"2,257 kg",Polar,SES S.A.,,,SpaceX CRS-9,"Success
",F9 FT,Success,9 October 2017,20:43
43,,Cape Canaveral,,"4,600 kg",GTO,KT Corporation,,,JCSAT-16,"Success
",F9 FT,Success,11 October 2017,05:21
44,,VAFB,,"9,600 kg",GTO,NASA,,,Iridium NEXT,"Success
",F9 FT,Success,30 October 2017,21:39
45,,KSC,,"2,490 kg",LEO,Iridium Communications,,,SpaceX CRS-10,Success,F9 FT,Controlled,15 December 2017,14:29
46,,KSC,,"5,600 kg",Polar,Northrop Grumman,,,EchoStar 23,Success,F9 FT,Success,23 December 2017,04:45
47,,KSC,,"5,300 kg",LEO,SES,,,SES-10,Success,F9 FT,Controlled,8 January 2018,05:26
48,,KSC,,C,GTO,Hisdesat,,,NROL-76,Success,F9 FT,No attempt,31 January 2018,17:54
49,,KSC,,"6,070 kg",SSO,Hispasat,,,Inmarsat-5 F4,Success,F9 FT,No attempt,22 February 2018,14:39
50,,KSC,,"2,708 kg",GTO,Iridium Communications,,,SpaceX CRS-11,Success,F9 FT♺,No attempt,6 March 2018,06:00
51,,KSC,,"3,669 kg",Polar,NASA,,,BulgariaSat-1,Success,F9 FT,No attempt,30 March 2018,22:27
52,,VAFB,,"9,600 kg",LEO,NASA,,,Iridium NEXT,Success,F9 FT,Success,2 April 2018,11:15
53,,KSC,,"6,761 kg",HEO,Thales-Alenia,,,Intelsat 35e,Success,F9 FT,Success,18 April 2018,23:21
54,,KSC,,"3,310 kg",GTO,Iridium Communications,,,SpaceX CRS-12,Success,F9 FTB1029.2,No attempt,11 May 2018,21:07
55,,VAFB,,475 kg,Polar,SES,,,Formosat-5,Success,F9 FT,No attempt,22 May 2018,19:10
56,,KSC,,"4,990 kg",GTO,NASA,,,Boeing X-37B,Success,F9 FT,No attempt,4 June 2018,20:25
57,,VAFB,,"9,600 kg",LEO,Telesat,,,Iridium NEXT,Success,F9 B4,Success,29 June 2018,23:38
58,,KSC,,"5,200 kg",GTO,Iridium Communications,,,SES-11,Success,F9 FT,Success,22 July 2018,16:31
59,,KSC,,"3,500 kg",Polar,Telkom Indonesia,,,Koreasat 5A,Success,F9 B4,Success,25 July 2018,18:51
60,,Cape Canaveral,,"2,205 kg",GTO,Telesat,,,SpaceX CRS-13,Success,F9 B4,Success,7 August 2018,14:00
61,,VAFB,,"9,600 kg",GTO,CONAE,,,Iridium NEXT,Success,F9 FTB1031.2,Success,10 September 2018,12:37
62,,CCAFS,,C,SSO,Es'hailSat,,,Zuma,Success,F9 B4,Success,8 October 2018,22:53:00
63,,CCAFS,,"4,230 kg",GTO,Spaceflight Industries,,,GovSat-1,Success,F9 FTB1035.2,Success,15 November 2018,19:34
64,,VAFB,,"2,150 kg",SSO,NASA,,,Paz,"Success
",F9 FTB1036.2,Failure,3 December 2018,15:36
65,,CCAFS,,"6,092 kg",LEO,USAF,,,Hispasat 30W-6,Success,F9 B4,No attempt,5 December 2018,01:27
66,,VAFB,,"9,600 kg",MEO,Iridium Communications,,,Iridium NEXT,"Success
",F9 FTB1032.2,Success,23 December 2018,01:00
67,,CCAFS,,"2,647 kg",Polar,PSN,,,SpaceX CRS-14,"Success
",F9 FTB1038.2,Success,11 January 2019,21:25
68,,CCAFS,,362 kg,GTO,NASA,,,Transiting Exoplanet Survey Satellite,"Success
",F9 B4,Success,22 February 2019,14:17
69,,KSC,,"3,600 kg",LEO,NASA,,,Bangabandhu-1,"Success
",F9 B4B1041.2,Success,2 March 2019,05:33
70,,VAFB,,"6,460 kg",LEO,SpaceX,,,Iridium NEXT,"Success
",F9 B4B1039.2,Success,4 May 2019,14:14
71,,CCAFS,,"5,384 kg",LEO,Canadian Space Agency,,,SES-12,"Success
",F9 B4,Success,24 May 2019,20:30
72,,CCAFS,,"2,697 kg",SSO,NASA,,,SpaceX CRS-15,"Success
",F9 B5B1046.1,Success,12 June 2019,22:51
73,,CCAFS,,"7,075 kg",LEO,Spacecom,,,Telstar 19V,"Success
",F9 B4B1043.2,No attempt,25 July 2019,20:14
74,,VAFB,,"9,600 kg",GTO,SpaceX,,,Iridium NEXT,"Success
",F9 B4B1040.2,Success,6 August 2019,19:47
75,,CCAFS,,"5,800 kg",LEO,NASA,,,Merah Putih,"Success
",F9 B4B1045.2,Success,11 November 2019,04:45
76,,CCAFS,,"7,060 kg",LEO,Sky Perfect JSAT,,,Telstar 18V,"Success
",F9 B5,Success,5 December 2019,09:42
77,,VAFB,,"3,000 kg",GTO,SpaceX,,,SAOCOM 1A,"Success
",F9 B5B1048,Success,17 December 2019,05:50
78,,KSC,,"5,300 kg",LEO,NASA,,,Es'hail 2,"Success
",F9 B5B1046.2,"No attempt
",7 January 2020,11:39
79,,VAFB,,"~4,000 kg",Sub-orbital,SpaceX,,,SSO-A,"Success
",F9 B5,Success,19 January 2020,05:18
80,,CCAFS,,"2,500 kg",LEO,SpaceX,,,SpaceX CRS-16,"Success
",F9 B5B1048.2,Failure,29 January 2020,04:45
81,,CCAFS,,"4,400 kg",LEO,NASA,,,GPS III,"Success
",F9 B5B1047.2,Success,17 February 2020,02:22
82,,VAFB,,"9,600 kg",LEO,SpaceX,,,Iridium NEXT,"Success
",F9 B5B1046.3,Failure,7 March 2020,20:46
83,,CCAFS,,"4,850 kg",LEO,SpaceX,,,Nusantara Satu,"Success
",F9 B5,Success,18 March 2020,18:34:05
84,,KSC,,"12,055 kg",LEO,NASA,,,Crew Dragon Demo-1,"Success
",F9 B5,Success,22 April 2020,18:16
85,,CCAFS,,"2,495 kg",LEO,SpaceX,,,SpaceX CRS-17,"Success
",F9 B5B1049.2,Success,30 May 2020,13:51
86,,CCAFS,,"13,620 kg",LEO,SpaceX,,,Starlink,"Success
",F9 B5B1048.3,Success,4 June 2020,15:31
87,,VAFB,,"4,200 kg",LEO,U.S. Space Force,,,RADARSAT Constellation,"Success
",F9 B5[268],Success,13 June 2020,01:45
88,,CCAFS,,"2,268 kg",MEO,Republic of Korea Army,,,SpaceX CRS-18,"Success
",F9 B5,Success,30 June 2020,07:49
89,,CCAFS,,"6,500 kg",GTO,SpaceX,,,AMOS-17,"Success
",F9 B5B1049.3,Success,20 July 2020,06:48
90,,CCAFS,,"15,600 kg",LEO,SpaceX,,,Starlink,"Success
",F9 B5B1051.2,Success,7 August 2020,02:30
91,,CCAFS,,"2,617 kg",LEO,CONAE,,,SpaceX CRS-19,"Success
",F9 B5B1056.2,Success,18 August 2020,14:17
92,,CCAFS,,"6,956 kg",SSO,SpaceX,,,JCSat-18,"Success
",F9 B5B1047.3,Success,30 August 2020,22:01
93,,CCAFS,,"15,600 kg",LEO,SpaceX,,,Starlink,"Success
",F9 B5,Success,3 September 2020,23:23
94,,KSC,,"12,050 kg",LEO,SpaceX,,,Crew Dragon in-flight abort test,"Success
",F9 B5,Success,6 October 2020,14:56
95,,CCAFS,,"15,600 kg",LEO,SpaceX,,,Starlink,"Success
",F9 B5B1056.3,Success,18 October 2020,17:29
96,,CCAFS,,"15,600 kg",LEO,USSF,,,Starlink,"Success
",F9 B5,Success,24 October 2020,00:10
97,,CCAFS,,"1,977 kg",MEO,NASA,,,SpaceX CRS-20,"Success
",F9 B5,Success,5 November 2020,02:19:21
98,,KSC,,"15,600 kg",LEO,NASA,,,Starlink,"Success
",F9 B5,Success,16 November 2020,15:30
99,,KSC,,"15,600 kg",LEO,SpaceX,,,Starlink,"Success
",F9 B5,Success,21 November 2020,14:07
100,,KSC,,"12,530 kg",LEO,NASA,,,Crew Dragon Demo-2,"Success
",F9 B5,Success,25 November 2020,15:05
101,,CCAFS,,"15,600 kg",LEO,Sirius XM,,,Starlink,"Success
",F9 B5,Success,6 December 2020,04:50
102,,CCAFS,,"15,410 kg",GTO,NRO,,,Starlink,"Success
",F9 B5,Success,13 December 2020,12:16
103,,CCAFS,,"4,311 kg",LEO,Türksat,,,GPS III,"Success
",F9 B5,Success,19 December 2020,19:30
104,,CCAFS,,"5,000–6,000 kg",GTO,SpaceX,,,ANASIS-II,"Success
",F9 B5,Success,8 January 2021,19:22
105,,KSC,,"14,932 kg",LEO,SpaceX,,,Starlink,"Success
",F9 B5,Failure,20 January 2021,01:25
106,,CCAFS,,"~15,440 kg",SSO,NASA,,,Starlink,Success,F9 B5,Failure,24 January 2021,09:21
